,dependency,doc_id,lemmatized,parent_id,sentence_id,tag,word,word_id
9578,nmod,59.0,сша,16,0.0,NOUN,США,17
9579,case,59.0,из,21,0.0,ADP,из,18
9580,amod,59.0,парижский,21,0.0,ADJ,Парижского,19
9581,amod,59.0,климатический,21,0.0,ADJ,климатического,20
9582,dobj,59.0,соглашение,16,0.0,NOUN,соглашения,21
9583,punct,59.0,.,5,0.0,PUNCT,.,22
9584,case,59.0,о,2,1.0,ADP,Об,1
9585,nmod,59.0,это,4,1.0,NOUN,этом,2
9586,nsubj,59.0,он,4,1.0,PRON,он,3
9587,ROOT,59.0,написать,0,1.0,VERB,написал,4
9588,case,59.0,в,6,1.0,ADP,в,5
9589,nmod,59.0,twitter,4,1.0,NOUN,twitter,6
9590,advmod,59.0,сразу,9,1.0,ADV,сразу,7
9591,case,59.0,после,9,1.0,ADP,после,8
9592,nmod,59.0,тот,4,1.0,NOUN,того,9
9593,punct,59.0,",",9,1.0,PUNCT,",",10
9594,mark,59.0,как,16,1.0,SCONJ,как,11
9595,nsubj,59.0,президент,16,1.0,NOUN,президент,12
9596,dobj,59.0,сша,12,1.0,NOUN,США,13
9597,nmod,59.0,дональд,12,1.0,NOUN,Дональд,14
9598,appos,59.0,трамп,14,1.0,NOUN,Трамп,15
9599,advcl,59.0,объявить,9,1.0,VERB,объявил,16
9600,case,59.0,о,18,1.0,ADP,об,17
9601,nmod,59.0,отказ,16,1.0,NOUN,отказе,18
9602,case,59.0,от,20,1.0,ADP,от,19
9603,dobj,59.0,участие,18,1.0,NOUN,участия,20
9604,case,59.0,в,23,1.0,ADP,в,21
9605,amod,59.0,климатический,23,1.0,ADJ,климатическом,22
9606,nmod,59.0,пакт,20,1.0,NOUN,пакте,23
9607,punct,59.0,",",23,1.0,PUNCT,",",24
9608,parataxis,59.0,писать,4,1.0,VERB,пишет,25
9609,nsubj,59.0,dw,25,1.0,NOUN,DW,26
9610,punct,59.0,.,4,1.0,PUNCT,.,27
9611,nsubj,59.0,я,2,2.0,PRON,Я,1
9612,ROOT,59.0,выходить,0,2.0,VERB,выхожу,2
9613,case,59.0,из,5,2.0,ADP,из,3
9614,amod,59.0,президентский,5,2.0,ADJ,президентского,4
9615,dobj,59.0,совет,2,2.0,NOUN,совета,5
9616,punct,59.0,.,2,2.0,PUNCT,.,6
9617,nsubj,59.0,изменение,4,3.0,NOUN,Изменение,1
9618,dobj,59.0,климат,1,3.0,NOUN,климата,2
9619,cop,59.0,это,4,3.0,NOUN,это,3
9620,ROOT,59.0,реальность,0,3.0,NOUN,реальность,4
9621,punct,59.0,.,4,3.0,PUNCT,.,5
9622,dobj,59.0,отказ,13,4.0,NOUN,Отказ,1
9623,case,59.0,от,3,4.0,ADP,от,2
9624,dobj,59.0,париж,1,4.0,NOUN,Парижа,3
9625,neg,59.0,не,6,4.0,PART,не,4
9626,case,59.0,на,6,4.0,ADP,на,5
9627,nmod,59.0,польза,1,4.0,NOUN,пользу,6
9628,cc,59.0,ни,8,4.0,CONJ,ни,7
9629,nmod,59.0,америка,6,4.0,NOUN,Америке,8
9630,punct,59.0,",",8,4.0,PUNCT,",",9
9631,cc,59.0,ни,8,4.0,CONJ,ни,10
9632,conj,59.0,мир,8,4.0,NOUN,миру,11
9633,punct,59.0,",",11,4.0,PUNCT,",",12
9634,ROOT,59.0,написать,0,4.0,VERB,написал,13
9635,nsubj,59.0,он,13,4.0,PRON,он,14
9636,punct,59.0,.,13,4.0,PUNCT,.,15
9637,nsubj,59.0,маск,16,5.0,NOUN,Маск,1
9638,appos,59.0,соучредитель,1,5.0,NOUN,соучредитель,2
9639,amod,59.0,такой,8,5.0,ADJ,таких,3
9640,amod,59.0,известный,8,5.0,ADJ,известных,4
9641,case,59.0,на,7,5.0,ADP,на,5
9642,det,59.0,весь,7,5.0,DET,весь,6
9643,dobj,59.0,мир,4,5.0,NOUN,мир,7
9644,nmod,59.0,компания,1,5.0,NOUN,компаний,8
9645,punct,59.0,",",8,5.0,PUNCT,",",9
9646,cc,59.0,как,8,5.0,SCONJ,как,10
9647,advmod,59.0,tesla,8,5.0,NOUN,Tesla,11
9648,punct,59.0,",",11,5.0,PUNCT,",",12
9649,conj,59.0,spacex,11,5.0,NOUN,SpaceX,13
9650,cc,59.0,и,11,5.0,CONJ,и,14
9651,conj,59.0,paypal,11,5.0,NOUN,PayPal,15
9652,ROOT,59.0,консультировать,0,5.0,VERB,консультировал,16
9653,amod,59.0,белый,18,5.0,ADJ,Белый,17
9654,dobj,59.0,дом,16,5.0,NOUN,дом,18
9655,case,59.0,по,21,5.0,ADP,по,19
9656,nummod,59.0,несколько,21,5.0,NUM,нескольким,20
9657,dobj,59.0,вопросам:,18,5.0,NOUN,вопросам:,21
9658,case,59.0,по,23,5.0,ADP,по,22
9659,nmod,59.0,тема,16,5.0,NOUN,теме,23
9660,dobj,59.0,бизнес,23,5.0,NOUN,бизнеса,24
9661,cc,59.0,и,24,5.0,CONJ,и,25
9662,conj,59.0,создание,24,5.0,NOUN,создания,26
9663,amod,59.0,новый,29,5.0,ADJ,новых,27
9664,amod,59.0,рабочий,29,5.0,ADJ,рабочих,28
9665,dobj,59.0,место,26,5.0,NOUN,мест,29
9666,punct,59.0,",",29,5.0,PUNCT,",",30
9667,cc,59.0,а,23,5.0,CONJ,а,31
9668,advmod,59.0,также,34,5.0,ADV,также,32
9669,amod,59.0,инфраструктурный,34,5.0,ADJ,инфраструктурным,33
9670,conj,59.0,вопрос,23,5.0,NOUN,вопросам,34
9671,punct,59.0,.,16,5.0,PUNCT,.,35
9672,advmod,59.0,ранее,3,6.0,ADV,Ранее,1
9673,nsubj,59.0,он,3,6.0,PRON,он,2
9674,ROOT,59.0,предупреждать,0,6.0,VERB,предупреждал,3
9675,punct,59.0,",",3,6.0,PUNCT,",",4
9676,mark,59.0,что,6,6.0,SCONJ,что,5
9677,advcl,59.0,прекратить,3,6.0,VERB,прекратит,6
9678,dobj,59.0,сотрудничество,6,6.0,NOUN,сотрудничество,7
9679,case,59.0,с,9,6.0,ADP,с,8
9680,nmod,59.0,администрация,7,6.0,NOUN,администрацией,9
9681,nmod,59.0,президент,9,6.0,NOUN,президента,10
9682,case,59.0,в,12,6.0,ADP,в,11
9683,nmod,59.0,случай,6,6.0,NOUN,случае,12
9684,dobj,59.0,отказ,12,6.0,NOUN,отказа,13
9685,dobj,59.0,сша,13,6.0,NOUN,США,14
9686,case,59.0,от,16,6.0,ADP,от,15
9687,iobj,59.0,выполнение,13,6.0,NOUN,выполнения,16
9688,amod,59.0,международный,18,6.0,ADJ,международного,17
9689,dobj,59.0,соглашение,16,6.0,NOUN,соглашения,18
9690,case,59.0,по,20,6.0,ADP,по,19
9691,nmod,59.0,климат,18,6.0,NOUN,климату,20
9692,punct,59.0,.,3,6.0,PUNCT,.,21
9693,mark,59.0,как,2,7.0,SCONJ,Как,1
9694,parataxis,59.0,сообщаться,5,7.0,VERB,сообщалось,2
9695,punct,59.0,",",2,7.0,PUNCT,",",3
9696,nsubj,59.0,трамп,5,7.0,NOUN,Трамп,4
9697,ROOT,59.0,объявить,0,7.0,VERB,объявил,5
9698,case,59.0,о,7,7.0,ADP,о,6
9699,nmod,59.0,выход,5,7.0,NOUN,выходе,7
9700,dobj,59.0,сша,7,7.0,NOUN,США,8
9701,case,59.0,из,11,7.0,ADP,из,9
9702,amod,59.0,парижский,11,7.0,ADJ,Парижского,10
9703,iobj,59.0,соглашение,7,7.0,NOUN,соглашения,11
9704,nmod,59.0,1,11,7.0,NUM,1,12
9705,nmod,59.0,июнь,12,7.0,NOUN,июня,13
9706,punct,59.0,.,5,7.0,PUNCT,.,14
9707,case,59.0,при,2,8.0,ADP,При,1
9708,nmod,59.0,это,4,8.0,NOUN,этом,2
9709,nsubj,59.0,он,4,8.0,PRON,он,3
9710,ROOT,59.0,заявить,0,8.0,VERB,заявил,4
9711,punct,59.0,",",4,8.0,PUNCT,",",5
9712,mark,59.0,что,7,8.0,SCONJ,что,6
9713,advcl,59.0,намеренный,4,8.0,ADJ,намерен,7
9714,dep,59.0,договариваться,7,8.0,VERB,договариваться,8
9715,case,59.0,о,11,8.0,ADP,о,9
9716,amod,59.0,новый,11,8.0,ADJ,новых,10
9717,nmod,59.0,условие,8,8.0,NOUN,условиях,11
9718,amod,59.0,климатический,13,8.0,ADJ,климатического,12
9719,dobj,59.0,соглашение,11,8.0,NOUN,соглашения,13
9720,punct,59.0,.,4,8.0,PUNCT,.,14
9721,nsubj,60.0,источник,4,0.0,NOUN,Источники,1
9722,nmod,60.0,агентство,1,0.0,NOUN,агентства,2
9723,nmod,60.0,reuters,2,0.0,NOUN,Reuters,3
9724,ROOT,60.0,утверждать,0,0.0,VERB,утверждают,4
9725,punct,60.0,",",4,0.0,PUNCT,",",5
9726,mark,60.0,что,14,0.0,SCONJ,что,6
9727,nsubj,60.0,президент,14,0.0,NOUN,президент,7
9728,dobj,60.0,сша,7,0.0,NOUN,США,8
9729,appos,60.0,дональд,7,0.0,NOUN,Дональд,9
9730,nmod,60.0,трамп,9,0.0,NOUN,Трамп,10
9731,case,60.0,в,13,0.0,ADP,в,11
9732,amod,60.0,ближний,13,0.0,ADJ,ближайшее,12
9733,nmod,60.0,время,14,0.0,NOUN,время,13
9734,advcl,60.0,объявить,4,0.0,VERB,объявит,14
9735,case,60.0,о,16,0.0,ADP,о,15
9736,nmod,60.0,выход,14,0.0,NOUN,выходе,16
9737,dobj,60.0,штат,16,0.0,NOUN,Штатов,17
9738,case,60.0,из,19,0.0,ADP,из,18
9739,dobj,60.0,соглашение,17,0.0,NOUN,соглашения,19
9740,punct,60.0,",",19,0.0,PUNCT,",",20
9741,amod,60.0,предусматривать,17,0.0,VERB,предусматривающего,21
9742,dobj,60.0,сокращение,21,0.0,NOUN,сокращение,22
9743,dobj,60.0,выброс,22,0.0,NOUN,выбросов,23
9744,amod,60.0,парниковый,25,0.0,ADJ,парниковых,24
9745,dobj,60.0,газ,23,0.0,NOUN,газов,25
9746,punct,60.0,.,4,0.0,PUNCT,.,26
9747,nsubj,60.0,президент,8,1.0,NOUN,Президент,1
9748,dobj,60.0,сша,1,1.0,NOUN,США,2
9749,appos,60.0,дональд,1,1.0,NOUN,Дональд,3
9750,dobj,60.0,трамп,3,1.0,NOUN,Трамп,4
9751,case,60.0,в,7,1.0,ADP,в,5
9752,amod,60.0,ближний,7,1.0,ADJ,ближайшее,6
9753,nmod,60.0,время,8,1.0,NOUN,время,7
9754,ROOT,60.0,объявить,0,1.0,VERB,объявит,8
9755,case,60.0,о,10,1.0,ADP,о,9
9756,nmod,60.0,выход,8,1.0,NOUN,выходе,10
9757,dobj,60.0,страна,10,1.0,NOUN,страны,11
9758,case,60.0,из,14,1.0,ADP,из,12
9759,amod,60.0,парижский,14,1.0,ADJ,Парижского,13
9760,iobj,60.0,соглашение,10,1.0,NOUN,соглашения,14
9761,case,60.0,по,16,1.0,ADP,по,15
9762,nmod,60.0,климат,14,1.0,NOUN,климату,16
9763,punct,60.0,.,8,1.0,PUNCT,.,17
9764,case,60.0,о,2,2.0,ADP,О,1
9765,nmod,60.0,тот,15,2.0,NOUN,том,2
9766,punct,60.0,",",2,2.0,PUNCT,",",3
9767,mark,60.0,что,7,2.0,SCONJ,что,4
9768,nsubjpass,60.0,решение,7,2.0,NOUN,решение,5
9769,advmod,60.0,уже,7,2.0,ADV,уже,6
9770,advcl,60.0,принять,2,2.0,ADJ,принято,7
9771,punct,60.0,",",7,2.0,PUNCT,",",8
9772,case,60.0,с,10,2.0,ADP,со,9
9773,nmod,60.0,ссылка,15,2.0,NOUN,ссылкой,10
9774,case,60.0,на,14,2.0,ADP,на,11
9775,amod,60.0,анонимный,14,2.0,ADJ,анонимные,12
9776,amod,60.0,официальный,14,2.0,ADJ,официальные,13
9777,dobj,60.0,источник,10,2.0,NOUN,источники,14
9778,ROOT,60.0,писать,0,2.0,VERB,пишет,15
9779,nsubj,60.0,агентство,15,2.0,NOUN,агентство,16
9780,dobj,60.0,reuters,16,2.0,NOUN,Reuters,17
9781,punct,60.0,.,15,2.0,PUNCT,.,18
9782,case,60.0,по,2,3.0,ADP,По,1
9783,parataxis,60.0,данные,8,3.0,NOUN,данным,2
9784,nmod,60.0,источник,2,3.0,NOUN,источников,3
9785,punct,60.0,",",3,3.0,PUNCT,",",4
9786,det,60.0,такой,6,3.0,DET,таким,5
9787,nmod,60.0,образ,8,3.0,NOUN,образом,6
9788,nsubj,60.0,трамп,8,3.0,NOUN,Трамп,7
9789,ROOT,60.0,надеяться,0,3.0,VERB,надеется,8
9790,xcomp,60.0,сплотить,8,3.0,VERB,сплотить,9
9791,det,60.0,свой,11,3.0,DET,своих,10
9792,dobj,60.0,сторонник,9,3.0,NOUN,сторонников,11
9793,case,60.0,на,13,3.0,ADP,на,12
9794,nmod,60.0,родина,9,3.0,NOUN,родине,13
9795,punct,60.0,",",13,3.0,PUNCT,",",14
9796,advcl,60.0,несмотря,9,3.0,VERB,несмотря,15
9797,case,60.0,на,17,3.0,ADP,на,16
9798,dobj,60.0,то,15,3.0,NOUN,то,17
9799,punct,60.0,",",17,3.0,PUNCT,",",18
9800,mark,60.0,что,27,3.0,SCONJ,что,19
9801,nsubj,60.0,ухудшение,27,3.0,NOUN,ухудшение,20
9802,nmod,60.0,отношение,20,3.0,NOUN,отношений,21
9803,case,60.0,с,24,3.0,ADP,с,22
9804,amod,60.0,зарубежный,24,3.0,ADJ,зарубежными,23
9805,dobj,60.0,союзник,21,3.0,NOUN,союзниками,24
9806,case,60.0,при,26,3.0,ADP,при,25
9807,nmod,60.0,это,27,3.0,NOUN,этом,26
9808,advcl,60.0,неизбежно,17,3.0,ADJ,неизбежно,27
9809,punct,60.0,.,8,3.0,PUNCT,.,28
9810,amod,60.0,сам,2,4.0,ADJ,Сам,1
9811,nsubj,60.0,президент,3,4.0,NOUN,президент,2
9812,ROOT,60.0,написать,0,4.0,VERB,написал,3
9813,case,60.0,в,5,4.0,ADP,в,4
9814,nmod,60.0,twitter,3,4.0,NOUN,Twitter,5
9815,punct,60.0,",",5,4.0,PUNCT,",",6
9816,nsubj,60.0,что,8,4.0,PRON,что,7
9817,parataxis,60.0,объявить,3,4.0,VERB,объявит,8
9818,case,60.0,о,10,4.0,ADP,о,9
9819,nmod,60.0,решение,8,4.0,NOUN,решении,10
9820,case,60.0,относительно,13,4.0,ADP,относительно,11
9821,amod,60.0,парижский,13,4.0,ADJ,Парижского,12
9822,dobj,60.0,соглашение,10,4.0,NOUN,соглашения,13
9823,case,60.0,в,17,4.0,ADP,в,14
9824,amod,60.0,ближний,16,4.0,ADJ,ближайшие,15
9825,nummod,60.0,несколько,17,4.0,NUM,несколько,16
9826,nmod,60.0,день,13,4.0,NOUN,дней,17
9827,punct,60.0,.,3,4.0,PUNCT,.,18
9828,nsubj,60.0,трамп,5,5.0,NOUN,Трамп,1
9829,neg,60.0,не,3,5.0,PART,не,2
9830,nmod,60.0,раз,5,5.0,NOUN,раз,3
9831,advmod,60.0,публично,5,5.0,ADV,публично,4
9832,ROOT,60.0,называть,0,5.0,VERB,называл,5
9833,amod,60.0,глобальный,7,5.0,ADJ,глобальное,6
9834,dobj,60.0,потепление,5,5.0,NOUN,потепление,7
9835,nmod,60.0,мистификация,7,5.0,NOUN,мистификацией,8
9836,punct,60.0,.,5,5.0,PUNCT,.,9
9837,nmod,60.0,28,4,6.0,NUM,28,1
9838,nmod,60.0,март,1,6.0,NOUN,марта,2
9839,nsubj,60.0,он,4,6.0,PRON,он,3
9840,ROOT,60.0,подписать,0,6.0,VERB,подписал,4
9841,dobj,60.0,указ,4,6.0,NOUN,указ,5
9842,case,60.0,о,8,6.0,ADP,об,6
9843,amod,60.0,энергетический,8,6.0,ADJ,энергетической,7
9844,nmod,60.0,независимость,5,6.0,NOUN,независимости,8
9845,punct,60.0,",",8,6.0,PUNCT,",",9
9846,dobj,60.0,который,11,6.0,ADJ,которым,10
9847,acl:relcl,60.0,отменить,8,6.0,VERB,отменил,11
9848,nsubj,60.0,ряд,11,6.0,NOUN,ряд,12
9849,nmod,60.0,решение,12,6.0,NOUN,решений,13
9850,nmod,60.0,администрация,13,6.0,NOUN,администрации,14
9851,nmod,60.0,барак,13,6.0,NOUN,Барака,15
9852,name,60.0,обама,15,6.0,NOUN,Обамы,16
9853,case,60.0,по,18,6.0,ADP,по,17
9854,nmod,60.0,борьба,13,6.0,NOUN,борьбе,18
9855,case,60.0,с,21,6.0,ADP,с,19
9856,amod,60.0,глобальный,21,6.0,ADJ,глобальным,20
9857,dobj,60.0,потепление,18,6.0,NOUN,потеплением,21
9858,punct,60.0,.,4,6.0,PUNCT,.,22
9859,case,60.0,на,2,7.0,ADP,На,1
9860,nmod,60.0,саммит,14,7.0,NOUN,саммите,2
9861,nmod,60.0,g7,2,7.0,NOUN,G7,3
9862,punct,60.0,",",3,7.0,PUNCT,",",4
9863,nsubj,60.0,который,6,7.0,ADJ,который,5
9864,acl:relcl,60.0,пройти,3,7.0,VERB,прошел,6
9865,case,60.0,в,8,7.0,ADP,в,7
9866,nmod,60.0,италия,6,7.0,NOUN,Италии,8
9867,nmod,60.0,2627,6,7.0,NUM,2627,9
9868,nmod,60.0,май,9,7.0,NOUN,мая,10
9869,punct,60.0,",",10,7.0,PUNCT,",",11
9870,nsubj,60.0,президент,14,7.0,NOUN,президент,12
9871,dobj,60.0,сша,12,7.0,NOUN,США,13
9872,ROOT,60.0,отказаться,0,7.0,VERB,отказался,14
9873,xcomp,60.0,визировать,14,7.0,VERB,визировать,15
9874,amod,60.0,итоговый,17,7.0,ADJ,итоговый,16
9875,dobj,60.0,документ,15,7.0,NOUN,документ,17
9876,punct,60.0,",",17,7.0,PUNCT,",",18
9877,case,60.0,в,20,7.0,ADP,в,19
9878,nmod,60.0,который,21,7.0,ADJ,котором,20
9879,acl:relcl,60.0,говориться,17,7.0,VERB,говорилось,21
9880,case,60.0,о,23,7.0,ADP,о,22
9881,nmod,60.0,поддержка,21,7.0,NOUN,поддержке,23
9882,nmod,60.0,обязательство,23,7.0,NOUN,обязательств,24
9883,punct,60.0,",",24,7.0,PUNCT,",",25
9884,amod,60.0,взять,24,7.0,VERB,взятых,26
9885,case,60.0,в,28,7.0,ADP,в,27
9886,nmod,60.0,рамка,26,7.0,NOUN,рамках,28
9887,amod,60.0,парижский,31,7.0,ADJ,Парижского,29
9888,amod,60.0,климатический,31,7.0,ADJ,климатического,30
9889,nmod,60.0,соглашение,28,7.0,NOUN,соглашения,31
9890,punct,60.0,.,14,7.0,PUNCT,.,32
9891,nmod,60.0,4,5,8.0,NUM,4,1
9892,nmod,60.0,ноябрь,1,8.0,NOUN,ноября,2
9893,amod,60.0,2016,4,8.0,NUM,2016,3
9894,nmod,60.0,год,2,8.0,NOUN,года,4
9895,ROOT,60.0,вступить,0,8.0,VERB,вступило,5
9896,case,60.0,в,7,8.0,ADP,в,6
9897,dobj,60.0,сила,5,8.0,NOUN,силу,7
9898,amod,60.0,парижский,10,8.0,ADJ,Парижское,8
9899,amod,60.0,климатический,10,8.0,ADJ,климатическое,9
9900,nsubj,60.0,соглашение,5,8.0,NOUN,соглашение,10
9901,punct,60.0,",",10,8.0,PUNCT,",",11
9902,nsubj,60.0,который,13,8.0,ADJ,которое,12
9903,acl:relcl,60.0,предполагать,10,8.0,VERB,предполагает,13
9904,dobj,60.0,действие,13,8.0,NOUN,действия,14
9905,case,60.0,по,16,8.0,ADP,по,15
9906,dobj,60.0,недопущение,14,8.0,NOUN,недопущению,16
9907,dobj,60.0,изменение,16,8.0,NOUN,изменения,17
9908,dobj,60.0,климат,17,8.0,NOUN,климата,18
9909,punct,60.0,.,5,8.0,PUNCT,.,19
9910,case,60.0,для,2,9.0,ADP,Для,1
9911,nmod,60.0,вступление,7,9.0,NOUN,вступления,2
9912,dobj,60.0,он,2,9.0,PRON,его,3
9913,case,60.0,в,5,9.0,ADP,в,4
9914,dobj,60.0,сила,2,9.0,NOUN,силу,5
9915,cop,60.0,быть,7,9.0,AUX,было,6
9916,ROOT,60.0,необходимый,0,9.0,ADJ,необходимо,7
9917,punct,60.0,",",7,9.0,PUNCT,",",8
9918,mark,60.0,чтобы,11,9.0,SCONJ,чтобы,9
9919,nsubj,60.0,соглашение,11,9.0,NOUN,соглашение,10
9920,advcl,60.0,ратифицировать,7,9.0,VERB,ратифицировали,11
9921,neg,60.0,не,13,9.0,PART,не,12
9922,advmod,60.0,менее,11,9.0,ADV,менее,13
9923,nummod,60.0,55,15,9.0,NUM,55,14
9924,nmod,60.0,страна,13,9.0,NOUN,стран,15
9925,punct,60.0,",",15,9.0,PUNCT,",",16
9926,nsubj,60.0,который,19,9.0,ADJ,которые,17
9927,advmod,60.0,вместе,19,9.0,ADV,вместе,18
9928,acl:relcl,60.0,выбрасывать,15,9.0,VERB,выбрасывают,19
9929,advmod,60.0,более,19,9.0,ADV,более,20
9930,nummod,60.0,55%,23,9.0,NUM,55%,21
9931,amod,60.0,парниковый,23,9.0,ADJ,парниковых,22
9932,nmod,60.0,газ,20,9.0,NOUN,газов,23
9933,case,60.0,в,25,9.0,ADP,в,24
9934,nmod,60.0,мир,23,9.0,NOUN,мире,25
9935,punct,60.0,.,7,9.0,PUNCT,.,26
9936,nsubjpass,60.0,договор,3,10.0,NOUN,Договор,1
9937,auxpass,60.0,быть,3,10.0,AUX,был,2
9938,ROOT,60.0,призвать,0,10.0,VERB,призван,3
9939,dep,60.0,заменить,3,10.0,VERB,заменить,4
9940,amod,60.0,киотский,6,10.0,ADJ,Киотский,5
9941,dobj,60.0,протокол,4,10.0,NOUN,протокол,6
9942,punct,60.0,",",6,10.0,PUNCT,",",7
9943,amod,60.0,закреплять,10,10.0,VERB,закреплявший,8
9944,amod,60.0,нормировать,10,10.0,VERB,нормированные,9
9945,conj,60.0,обязательство,6,10.0,NOUN,обязательства,10
9946,case,60.0,по,12,10.0,ADP,по,11
9947,nmod,60.0,сокращение,10,10.0,NOUN,сокращению,12
9948,dobj,60.0,выброс,12,10.0,NOUN,выбросов,13
9949,amod,60.0,парниковый,15,10.0,ADJ,парниковых,14
9950,dobj,60.0,газ,13,10.0,NOUN,газов,15
9951,punct,60.0,.,3,10.0,PUNCT,.,16
9952,case,60.0,в,2,11.0,ADP,В,1
9953,nmod,60.0,соответствие,8,11.0,NOUN,соответствии,2
9954,case,60.0,с,4,11.0,ADP,с,3
9955,dobj,60.0,пакт,2,11.0,NOUN,пактом,4
9956,punct,60.0,",",4,11.0,PUNCT,",",5
9957,amod,60.0,соединить,7,11.0,VERB,Соединенные,6
9958,nsubj,60.0,штат,8,11.0,NOUN,Штаты,7
9959,ROOT,60.0,обязаться,0,11.0,VERB,обязались,8
9960,case,60.0,к,11,11.0,ADP,к,9
9961,amod,60.0,2025,11,11.0,NUM,2025,10
9962,nmod,60.0,год,8,11.0,NOUN,году,11
9963,xcomp,60.0,сократить,8,11.0,VERB,сократить,12
9964,dobj,60.0,выброс,12,11.0,NOUN,выбросы,13
9965,case,60.0,в,15,11.0,ADP,в,14
9966,nmod,60.0,атмосфера,13,11.0,NOUN,атмосферу,15
9967,amod,60.0,парниковый,17,11.0,ADJ,парниковых,16
9968,dobj,60.0,газ,13,11.0,NOUN,газов,17
9969,case,60.0,на,19,11.0,ADP,на,18
9970,dep,60.0,2628%,12,11.0,NUM,2628%,19
9971,case,60.0,по,21,11.0,ADP,по,20
9972,nmod,60.0,сравнение,12,11.0,NOUN,сравнению,21
9973,case,60.0,с,23,11.0,ADP,с,22
9974,nmod,60.0,уровень,21,11.0,NOUN,уровнем,23
9975,amod,60.0,2005,25,11.0,NUM,2005,24
9976,nmod,60.0,год,23,11.0,NOUN,года,25
9977,punct,60.0,.,8,11.0,PUNCT,.,26
9978,nsubj,61.0,евросоюз,3,0.0,NOUN,Евросоюз,1
9979,advmod,61.0,полностью,3,0.0,ADV,полностью,2
9980,ROOT,61.0,приверженный,0,0.0,ADJ,привержен,3
9981,dobj,61.0,имплементация,3,0.0,NOUN,имплементации,4
9982,amod,61.0,парижский,6,0.0,ADJ,Парижского,5
9983,dobj,61.0,соглашение,4,0.0,NOUN,соглашения,6
9984,case,61.0,по,8,0.0,ADP,по,7
9985,nmod,61.0,климат,6,0.0,NOUN,климату,8
9986,punct,61.0,",",8,0.0,PUNCT,",",9
9987,advcl,61.0,несмотря,3,0.0,VERB,несмотря,10
9988,case,61.0,на,12,0.0,ADP,на,11
9989,dobj,61.0,решение,10,0.0,NOUN,решение,12
9990,nmod,61.0,президент,12,0.0,NOUN,президента,13
9991,dobj,61.0,сша,13,0.0,NOUN,США,14
9992,punct,61.0,.,3,0.0,PUNCT,.,15
9993,mark,61.0,как,2,1.0,SCONJ,Как,1
9994,parataxis,61.0,передавать,12,1.0,VERB,передает,2
9995,nsubj,61.0,vesti,2,1.0,NOUN,Vesti,3
9996,case,61.0,с,5,1.0,ADP,со,4
9997,nmod,61.0,ссылка,3,1.0,NOUN,ссылкой,5
9998,case,61.0,на,7,1.0,ADP,на,6
9999,dobj,61.0,риа,5,1.0,NOUN,РИА,7
10000,appos,61.0,новость,7,1.0,NOUN,Новости,8
10001,punct,61.0,",",8,1.0,PUNCT,",",9
10002,case,61.0,о,11,1.0,ADP,об,10
10003,nmod,61.0,это,12,1.0,NOUN,этом,11
10004,ROOT,61.0,говориться,0,1.0,VERB,говорится,12
10005,case,61.0,в,14,1.0,ADP,в,13
10006,nmod,61.0,микроблог,12,1.0,NOUN,микроблоге,14
10007,case,61.0,в,16,1.0,ADP,в,15
10008,nmod,61.0,twitter,14,1.0,NOUN,Twitter,16
10009,amod,61.0,мальтийский,18,1.0,ADJ,мальтийского,17
10010,nmod,61.0,председательство,16,1.0,NOUN,председательства,18
10011,case,61.0,в,20,1.0,ADP,в,19
10012,nmod,61.0,совет,18,1.0,NOUN,Совете,20
10013,dobj,61.0,ес,20,1.0,NOUN,ЕС,21
10014,punct,61.0,.,12,1.0,PUNCT,.,22
10015,nsubj,61.0,президент,5,2.0,NOUN,Президент,1
10016,dobj,61.0,сша,1,2.0,NOUN,США,2
10017,appos,61.0,дональд,1,2.0,NOUN,Дональд,3
10018,appos,61.0,трамп,3,2.0,NOUN,Трамп,4
10019,ROOT,61.0,объявить,0,2.0,VERB,объявил,5
10020,case,61.0,в,7,2.0,ADP,в,6
10021,nmod,61.0,четверг,5,2.0,NOUN,четверг,7
10022,case,61.0,о,9,2.0,ADP,о,8
10023,nmod,61.0,выход,5,2.0,NOUN,выходе,9
10024,nmod,61.0,сша,9,2.0,NOUN,США,10
10025,case,61.0,из,13,2.0,ADP,из,11
10026,amod,61.0,парижский,13,2.0,ADJ,Парижского,12
10027,dobj,61.0,соглашение,9,2.0,NOUN,соглашения,13
10028,case,61.0,по,15,2.0,ADP,по,14
10029,nmod,61.0,климат,13,2.0,NOUN,климату,15
10030,punct,61.0,.,5,2.0,PUNCT,.,16
10031,nsubj,61.0,евросоюз,8,3.0,NOUN,Евросоюз,1
10032,punct,61.0,–,1,3.0,PUNCT,–,2
10033,case,61.0,с,4,3.0,ADP,с,3
10034,nmod,61.0,планета,1,3.0,NOUN,планетой,4
10035,appos,61.0,земля,4,3.0,NOUN,Земля,5
10036,cc,61.0,и,4,3.0,CONJ,и,6
10037,conj,61.0,полностью,4,3.0,ADV,полностью,7
10038,ROOT,61.0,приверженный,0,3.0,VERB,привержен,8
10039,amod,61.0,парижский,10,3.0,ADJ,Парижскому,9
10040,dobj,61.0,соглашение,8,3.0,NOUN,соглашению,10
10041,punct,61.0,",",10,3.0,PUNCT,",",11
10042,nsubjpass,61.0,—,13,3.0,PUNCT,—,12
10043,conj,61.0,говориться,8,3.0,VERB,говорится,13
