,dependency,doc_id,lemmatized,parent_id,pol,sentence_id,tag,word,word_id
5669,parataxis,15.0,объяснить,12,0.0,9.0,VERB,объяснил,14
5670,nsubj,15.0,эксперт,14,0.0,9.0,NOUN,эксперт,15
5671,punct,15.0,.,12,0.0,9.0,PUNCT,.,16
5672,amod,15.0,главное,3,0.0,10.0,ADJ,Главным,1
5673,amod,15.0,экономический,3,0.0,10.0,ADJ,экономическим,2
5674,nmod,15.0,последствие,5,0.0,10.0,NOUN,последствием,3
5675,nsubj,15.0,устенко,5,0.0,10.0,NOUN,Устенко,4
5676,ROOT,15.0,назвать,0,0.0,10.0,VERB,назвал,5
5677,dobj,15.0,минус,5,0.0,10.0,NOUN,минус,6
5678,case,15.0,в,9,0.0,10.0,ADP,в,7
5679,det,15.0,наш,9,0.0,10.0,DET,наш,8
5680,nmod,15.0,ввп,5,0.0,10.0,NOUN,ВВП,9
5681,punct,15.0,",",9,0.0,10.0,PUNCT,",",10
5682,nsubj,15.0,который,12,0.0,10.0,ADJ,который,11
5683,acl:relcl,15.0,колебаться,9,0.0,10.0,VERB,колеблется,12
5684,case,15.0,на,14,0.0,10.0,ADP,на,13
5685,nmod,15.0,уровень,12,0.0,10.0,NOUN,уровне,14
5686,case,15.0,от,16,0.0,10.0,ADP,от,15
5687,dobj,15.0,2%,14,0.0,10.0,NOUN,2%,16
5688,case,15.0,до,18,0.0,10.0,ADP,до,17
5689,nmod,15.0,3%,16,0.0,10.0,NUM,3%,18
5690,punct,15.0,.,5,0.0,10.0,PUNCT,.,19
5691,nsubj,15.0,это,2,0.0,11.0,NOUN,Это,1
5692,ROOT,15.0,значит,0,0.0,11.0,VERB,значит,2
5693,punct,15.0,",",2,0.0,11.0,PUNCT,",",3
5694,mark,15.0,что,19,0.0,11.0,SCONJ,что,4
5695,det,15.0,тот,7,0.0,11.0,DET,тот,5
5696,amod,15.0,прогнозировать,7,0.0,11.0,VERB,прогнозируемый,6
5697,nsubjpass,15.0,рост,19,0.0,11.0,NOUN,рост,7
5698,punct,15.0,",",7,0.0,11.0,PUNCT,",",8
5699,amod,15.0,заложить,7,0.0,11.0,VERB,заложенный,9
5700,case,15.0,в,11,0.0,11.0,ADP,в,10
5701,nmod,15.0,бюджет,9,0.0,11.0,NOUN,бюджет,11
5702,amod,15.0,2017,13,0.0,11.0,NUM,2017,12
5703,nmod,15.0,год,11,0.0,11.0,NOUN,года,13
5704,punct,15.0,",",13,0.0,11.0,PUNCT,",",14
5705,nsubjpass,15.0,который,17,0.0,11.0,ADJ,который,15
5706,auxpass,15.0,быть,17,0.0,11.0,AUX,был,16
5707,acl:relcl,15.0,принять,13,0.0,11.0,VERB,принят,17
5708,punct,15.0,",",17,0.0,11.0,PUNCT,",",18
5709,advcl,15.0,проголосовать,2,0.0,11.0,VERB,проголосован,19
5710,amod,15.0,верховный,21,0.0,11.0,ADJ,Верховной,20
5711,nmod:agent,15.0,рада,19,0.0,11.0,NOUN,Радой,21
5712,punct,15.0,",",21,0.0,11.0,PUNCT,",",22
5713,cc,15.0,и,19,0.0,11.0,CONJ,и,23
5714,dobj,15.0,который,26,0.0,11.0,ADJ,которой,24
5715,advmod,15.0,сейчас,26,0.0,11.0,ADV,сейчас,25
5716,conj,15.0,действовать,19,0.0,11.0,VERB,действует,26
5717,punct,15.0,",",26,0.0,11.0,PUNCT,",",27
5718,cc,15.0,и,26,0.0,11.0,CONJ,и,28
5719,case,15.0,в,30,0.0,11.0,ADP,в,29
5720,nmod,15.0,который,31,0.0,11.0,ADJ,котором,30
5721,conj,15.0,заложить,26,0.0,11.0,VERB,заложен,31
5722,nummod,15.0,3%й,33,0.0,11.0,NUM,3%й,32
5723,nsubjpass,15.0,рост,31,0.0,11.0,NOUN,рост,33
5724,conj,15.0,мочь,26,0.0,11.0,VERB,может,34
5725,case,15.0,по,36,0.0,11.0,ADP,по,35
5726,nmod,15.0,факт,34,0.0,11.0,NOUN,факту,36
5727,xcomp,15.0,оказаться,34,0.0,11.0,VERB,оказаться,37
5728,amod,15.0,нулевой,39,0.0,11.0,ADJ,нулевым,38
5729,nmod,15.0,рост,37,0.0,11.0,NOUN,ростом,39
5730,cc,15.0,или,39,0.0,11.0,CONJ,или,40
5731,punct,15.0,",",40,0.0,11.0,PUNCT,",",41
5732,advmod,15.0,ещё,43,0.0,11.0,ADV,ещё,42
5733,conj,15.0,худой,39,0.0,11.0,ADJ,хуже,43
5734,punct,15.0,",",43,0.0,11.0,PUNCT,",",44
5735,conj,15.0,падение,39,0.0,11.0,NOUN,падением,45
5736,punct,15.0,",",45,0.0,11.0,PUNCT,",",46
5737,parataxis,15.0,пояснить,2,0.0,11.0,VERB,пояснил,47
5738,nsubj,15.0,он,47,0.0,11.0,PRON,он,48
5739,punct,15.0,.,2,0.0,11.0,PUNCT,.,49
5740,amod,15.0,следующий,2,0.0,12.0,ADJ,Следующим,1
5741,nmod,15.0,последствие,11,0.0,12.0,NOUN,последствием,2
5742,punct,15.0,",",2,0.0,12.0,PUNCT,",",3
5743,advmod,15.0,гораздо,5,0.0,12.0,ADV,гораздо,4
5744,amod,15.0,больший,2,0.0,12.0,ADJ,большим,5
5745,case,15.0,по,8,0.0,12.0,ADP,по,6
5746,det,15.0,свой,8,0.0,12.0,DET,своим,7
5747,dobj,15.0,масштаб,5,0.0,12.0,NOUN,масштабам,8
5748,punct,15.0,",",8,0.0,12.0,PUNCT,",",9
5749,nsubj,15.0,устенко,11,0.0,12.0,NOUN,Устенко,10
5750,ROOT,15.0,назвать,0,0.0,12.0,VERB,назвал,11
5751,amod,15.0,тот,13,0.0,12.0,ADJ,тот,12
5752,dobj,15.0,факт,11,0.0,12.0,NOUN,факт,13
5753,punct,15.0,",",13,0.0,12.0,PUNCT,",",14
5754,mark,15.0,что,27,0.0,12.0,SCONJ,что,15
5755,nsubj,15.0,предприятие,27,0.0,12.0,NOUN,предприятия,16
5756,punct,15.0,",",16,0.0,12.0,PUNCT,",",17
5757,amod,15.0,находиться,16,0.0,12.0,VERB,находящиеся,18
5758,case,15.0,на,21,0.0,12.0,ADP,на,19
5759,amod,15.0,оккупировать,21,0.0,12.0,VERB,оккупированных,20
5760,nmod,15.0,территория,18,0.0,12.0,NOUN,территориях,21
5761,punct,15.0,",",21,0.0,12.0,PUNCT,",",22
5762,advmod,15.0,так,27,0.0,12.0,ADV,так,23
5763,cc,15.0,или,23,0.0,12.0,CONJ,или,24
5764,conj,15.0,иначе,23,0.0,12.0,ADV,иначе,25
5765,punct,15.0,",",25,0.0,12.0,PUNCT,",",26
5766,advcl,15.0,платить,13,0.0,12.0,VERB,платили,27
5767,dobj,15.0,налог,27,0.0,12.0,NOUN,налоги,28
5768,case,15.0,в,31,0.0,12.0,ADP,в,29
5769,amod,15.0,украинский,31,0.0,12.0,ADJ,украинский,30
5770,nmod,15.0,бюджет,28,0.0,12.0,NOUN,бюджет,31
5771,punct,15.0,.,11,0.0,12.0,PUNCT,.,32
5772,amod,15.0,другой,3,0.0,13.0,ADJ,Другой,1
5773,advmod,15.0,совершенно,3,0.0,13.0,ADV,совершенно,2
5774,dobj,15.0,вопрос,19,0.0,13.0,NOUN,вопрос,3
5775,punct,15.0,",",3,0.0,13.0,PUNCT,",",4
5776,dep,15.0,платить,3,0.0,13.0,VERB,платили,5
5777,advmod,15.0,ли,5,0.0,13.0,PART,ли,6
5778,nsubj,15.0,они,5,0.0,13.0,PRON,они,7
5779,dobj,15.0,налог,5,0.0,13.0,NOUN,налоги,8
5780,cc,15.0,и,10,0.0,13.0,CONJ,и,9
5781,advmod,15.0,там,5,0.0,13.0,ADV,там,10
5782,punct,15.0,",",10,0.0,13.0,PUNCT,",",11
5783,cc,15.0,но,10,0.0,13.0,CONJ,но,12
5784,punct,15.0,",",12,0.0,13.0,PUNCT,",",13
5785,case,15.0,по,16,0.0,13.0,ADP,по,14
5786,amod,15.0,крайний,16,0.0,13.0,ADJ,крайней,15
5787,conj,15.0,мера,10,0.0,13.0,NOUN,мере,16
5788,punct,15.0,",",16,0.0,13.0,PUNCT,",",17
5789,nsubj,15.0,они,19,0.0,13.0,PRON,они,18
5790,ROOT,15.0,платить,0,0.0,13.0,VERB,платили,19
5791,dobj,15.0,налог,19,0.0,13.0,NOUN,налоги,20
5792,case,15.0,в,22,0.0,13.0,ADP,в,21
5793,nmod,15.0,украина,20,0.0,13.0,NOUN,Украине,22
5794,cc,15.0,и,19,0.0,13.0,CONJ,и,23
5795,nsubj,15.0,речь,25,0.0,13.0,NOUN,речь,24
5796,conj,15.0,идти,19,0.0,13.0,VERB,шла,25
5797,case,15.0,в,28,0.0,13.0,ADP,в,26
5798,amod,15.0,годовой,28,0.0,13.0,ADJ,годовом,27
5799,nmod,15.0,исчисление,25,0.0,13.0,NOUN,исчислении,28
5800,case,15.0,о,30,0.0,13.0,ADP,о,29
5801,nmod,15.0,сумма,28,0.0,13.0,NOUN,сумме,30
5802,nmod,15.0,порядок,30,0.0,13.0,NOUN,порядка,31
5803,nmod,15.0,$1,31,0.0,13.0,NOUN,$1,32
5804,punct,15.0,",",32,0.0,13.0,PUNCT,",",33
5805,compound,15.0,5,35,0.0,13.0,NUM,5,34
5806,nummod:gov,15.0,миллиард,30,0.0,13.0,NOUN,млрд,35
5807,punct,15.0,.,19,0.0,13.0,PUNCT,.,36
5808,nsubj,15.0,это,4,0.0,14.0,NOUN,Это,1
5809,advmod,15.0,действительно,3,0.0,14.0,ADV,действительно,2
5810,amod,15.0,огромный,4,0.0,14.0,ADJ,огромная,3
5811,ROOT,15.0,сумма,0,0.0,14.0,NOUN,сумма,4
5812,punct,15.0,",",4,0.0,14.0,PUNCT,",",5
5813,advcl,15.0,учитывать,4,0.0,14.0,VERB,учитывая,6
5814,punct,15.0,",",6,0.0,14.0,PUNCT,",",7
5815,mark,15.0,что,13,0.0,14.0,SCONJ,что,8
5816,det,15.0,наш,10,0.0,14.0,DET,наш,9
5817,nsubj,15.0,ввп,13,0.0,14.0,NOUN,ВВП,10
5818,neg,15.0,не,12,0.0,14.0,PART,не,11
5819,amod,15.0,такой,13,0.0,14.0,ADJ,такой,12
5820,advcl,15.0,значительный,6,0.0,14.0,ADJ,значительный,13
5821,punct,15.0,",",13,0.0,14.0,PUNCT,",",14
5822,case,15.0,около,17,0.0,14.0,ADP,около,15
5823,compound,15.0,$90,17,0.0,14.0,NUM,$90,16
5824,conj,15.0,миллиард,13,0.0,14.0,NOUN,млрд,17
5825,case,15.0,по,19,0.0,14.0,ADP,по,18
5826,nmod,15.0,результат,17,0.0,14.0,NOUN,результату,19
5827,amod,15.0,прошлое,21,0.0,14.0,ADJ,прошлого,20
5828,nmod,15.0,год,19,0.0,14.0,NOUN,года,21
5829,punct,15.0,",",21,0.0,14.0,PUNCT,",",22
5830,parataxis,15.0,отметить,4,0.0,14.0,VERB,отметил,23
5831,nsubj,15.0,эксперт,23,0.0,14.0,NOUN,эксперт,24
5832,punct,15.0,.,4,0.0,14.0,PUNCT,.,25
5833,case,15.0,по,2,0.0,15.0,ADP,По,1
5834,parataxis,15.0,слово,14,0.0,15.0,NOUN,словам,2
5835,nmod,15.0,устенко,2,0.0,15.0,NOUN,Устенко,3
5836,punct,15.0,",",3,0.0,15.0,PUNCT,",",4
5837,nsubj,15.0,недополучение,14,0.0,15.0,NOUN,недополучение,5
5838,nmod,15.0,$1,5,0.0,15.0,NOUN,$1,6
5839,punct,15.0,",",6,0.0,15.0,PUNCT,",",7
5840,compound,15.0,5,9,0.0,15.0,NUM,5,8
5841,conj,15.0,миллиард,5,0.0,15.0,NOUN,млрд,9
5842,case,15.0,в,13,0.0,15.0,ADP,в,10
5843,amod,15.0,украинский,13,0.0,15.0,ADJ,украинский,11
5844,amod,15.0,государственный,13,0.0,15.0,ADJ,государственный,12
5845,nmod,15.0,бюджет,9,0.0,15.0,NOUN,бюджет,13
5846,ROOT,15.0,означать,0,0.0,15.0,VERB,означает,14
5847,dobj,15.0,увеличение,14,0.0,15.0,NOUN,увеличение,15
5848,det,15.0,он,17,0.0,15.0,DET,его,16
5849,dobj,15.0,дефицит,15,0.0,15.0,NOUN,дефицита,17
5850,cc,15.0,и,15,0.0,15.0,CONJ,и,18
5851,conj,15.0,выход,15,0.0,15.0,NOUN,выход,19
5852,case,15.0,из,22,0.0,15.0,ADP,из,20
5853,det,15.0,тот,22,0.0,15.0,DET,той,21
5854,nmod,15.0,зона,19,0.0,15.0,NOUN,зоны,22
5855,punct,15.0,",",22,0.0,15.0,PUNCT,",",23
5856,case,15.0,в,25,0.0,15.0,ADP,в,24
5857,nmod,15.0,который,27,0.0,15.0,ADJ,которой,25
5858,nsubj,15.0,он,27,0.0,15.0,PRON,он,26
5859,acl:relcl,15.0,должный,22,0.0,15.0,ADJ,должен,27
5860,dep,15.0,находиться,27,0.0,15.0,VERB,находиться,28
5861,case,15.0,согласно,31,0.0,15.0,ADP,согласно,29
5862,amod,15.0,оговорить,31,0.0,15.0,ADJ,оговоренному,30
5863,nmod,15.0,меморандум,28,0.0,15.0,NOUN,меморандуму,31
5864,case,15.0,о,33,0.0,15.0,ADP,о,32
5865,nmod,15.0,сотрудничество,28,0.0,15.0,NOUN,сотрудничестве,33
5866,case,15.0,с,35,0.0,15.0,ADP,с,34
5867,dobj,15.0,мвф,33,0.0,15.0,NOUN,МВФ,35
5868,punct,15.0,.,14,0.0,15.0,PUNCT,.,36
5869,nsubj,15.0,он,2,0.0,16.0,PRON,Он,1
5870,ROOT,15.0,мочь,0,0.0,16.0,VERB,может,2
5871,xcomp,15.0,выйти,2,0.0,16.0,VERB,выйти,3
5872,case,15.0,в,5,0.0,16.0,ADP,в,4
5873,nmod,15.0,отметка,3,0.0,16.0,NOUN,отметку,5
5874,case,15.0,в,7,0.0,16.0,ADP,в,6
5875,nmod,15.0,4,3,0.0,16.0,NUM,4,7
5876,punct,15.0,",",7,0.0,16.0,PUNCT,",",8
5877,conj,15.0,5%4,7,0.0,16.0,NUM,5%4,9
5878,punct,15.0,",",9,0.0,16.0,PUNCT,",",10
5879,conj,15.0,7%,7,0.0,16.0,NOUN,7%,11
5880,nmod,15.0,ввп,11,0.0,16.0,NOUN,ВВП,12
5881,punct,15.0,",",12,0.0,16.0,PUNCT,",",13
5882,cc,15.0,то,2,0.0,16.0,CONJ,то,14
5883,conj,15.0,есть,2,0.0,16.0,VERB,есть,15
5884,nsubj,15.0,дефицит,15,0.0,16.0,NOUN,дефицит,16
5885,punct,15.0,",",16,0.0,16.0,PUNCT,",",17
5886,parataxis,15.0,очевидно,20,0.0,16.0,ADV,очевидно,18
5887,punct,15.0,",",18,0.0,16.0,PUNCT,",",19
5888,conj,15.0,расшириться,2,0.0,16.0,VERB,расширится,20
5889,punct,15.0,",",20,0.0,16.0,PUNCT,",",21
5890,conj,15.0,пояснить,2,0.0,16.0,VERB,пояснил,22
5891,nsubj,15.0,усенко,22,0.0,16.0,NOUN,Усенко,23
5892,punct,15.0,",",23,0.0,16.0,PUNCT,",",24
5893,advcl,15.0,добавить,22,0.0,16.0,VERB,добавив,25
5894,punct,15.0,",",25,0.0,16.0,PUNCT,",",26
5895,mark,15.0,что,31,0.0,16.0,SCONJ,что,27
5896,case,15.0,в,29,0.0,16.0,ADP,в,28
5897,nmod,15.0,меморандум,31,0.0,16.0,NOUN,меморандуме,29
5898,nsubjpass,15.0,дефицит,31,0.0,16.0,NOUN,дефицит,30
5899,advcl,15.0,установленный,25,0.0,16.0,VERB,установлен,31
5900,case,15.0,на,33,0.0,16.0,ADP,на,32
5901,nmod,15.0,уровень,31,0.0,16.0,NOUN,уровне,33
5902,advmod,15.0,лишь,35,0.0,16.0,PART,лишь,34
5903,nummod,15.0,3%,36,0.0,16.0,NUM,3%,35
5904,nmod,15.0,ввп,33,0.0,16.0,NOUN,ВВП,36
5905,punct,15.0,.,2,0.0,16.0,PUNCT,.,37
5906,advmod,15.0,параллельно,9,0.0,17.0,ADV,Параллельно,1
5907,case,15.0,с,3,0.0,17.0,ADP,с,2
5908,nmod,15.0,это,1,0.0,17.0,NOUN,этим,3
5909,punct,15.0,",",3,0.0,17.0,PUNCT,",",4
5910,mark,15.0,как,6,0.0,17.0,SCONJ,как,5
5911,parataxis,15.0,считать,9,0.0,17.0,VERB,считает,6
5912,nsubj,15.0,эксперт,6,0.0,17.0,NOUN,эксперт,7
5913,punct,15.0,",",7,0.0,17.0,PUNCT,",",8
5914,ROOT,15.0,возникать,0,0.0,17.0,VERB,возникают,9
5915,nsubj,15.0,риска,9,0.0,17.0,NOUN,риски,10
5916,punct,15.0,",",10,0.0,17.0,PUNCT,",",11
5917,amod,15.0,связанный,10,0.0,17.0,VERB,связанные,12
5918,case,15.0,с,14,0.0,17.0,ADP,с,13
5919,nmod,15.0,тем,12,0.0,17.0,NOUN,тем,14
5920,punct,15.0,",",14,0.0,17.0,PUNCT,",",15
5921,det,15.0,какой,17,0.0,17.0,DET,каким,16
5922,nmod,15.0,образ,19,0.0,17.0,NOUN,образом,17
5923,aux,15.0,быть,19,0.0,17.0,AUX,будет,18
5924,acl,15.0,перекрываться,14,0.0,17.0,VERB,перекрываться,19
5925,det,15.0,этот,23,0.0,17.0,DET,этот,20
5926,advmod,15.0,внезапно,22,0.0,17.0,ADV,внезапно,21
5927,amod,15.0,возникнуть,23,0.0,17.0,VERB,возникший,22
5928,nsubj,15.0,дефицит,19,0.0,17.0,NOUN,дефицит,23
5929,amod,15.0,государственный,25,0.0,17.0,ADJ,государственного,24
5930,nmod,15.0,бюджет,23,0.0,17.0,NOUN,бюджета,25
5931,punct,15.0,.,9,0.0,17.0,PUNCT,.,26
5932,amod,15.0,самый,2,0.0,18.0,ADJ,Самым,1
5933,amod,15.0,неудачный,3,0.0,18.0,ADJ,неудачным,2
5934,ROOT,15.0,вариант,0,0.0,18.0,NOUN,вариантом,3
5935,cop,15.0,быть,3,0.0,18.0,AUX,было,4
5936,aux,15.0,бы,3,0.0,18.0,PART,бы,5
5937,nsubj,15.0,перекрывание,3,0.0,18.0,NOUN,перекрывание,6
5938,nmod,15.0,он,6,0.0,18.0,PRON,его,7
5939,case,15.0,за,9,0.0,18.0,ADP,за,8
5940,nmod,15.0,счёт,6,0.0,18.0,NOUN,счет,9
5941,nmod,15.0,монетизация,9,0.0,18.0,NOUN,монетизации,10
5942,punct,15.0,.,3,0.0,18.0,PUNCT,.,11
5943,nsubj,15.0,то,6,0.0,19.0,CONJ,То,1
5944,cop,15.0,есть,6,0.0,19.0,VERB,есть,2
5945,punct,15.0,",",2,0.0,19.0,PUNCT,",",3
5946,advmod,15.0,фактически,5,0.0,19.0,ADV,фактически,4
5947,amod,15.0,обычный,6,0.0,19.0,ADJ,обычного,5
5948,ROOT,15.0,печатание,0,0.0,19.0,NOUN,печатания,6
5949,nmod,15.0,деньга,6,0.0,19.0,NOUN,денег,7
5950,punct,15.0,.,6,0.0,19.0,PUNCT,.,8
5951,ROOT,15.0,надеяться,0,0.0,20.0,VERB,Надеюсь,1
5952,punct,15.0,",",1,0.0,20.0,PUNCT,",",2
5953,mark,15.0,что,7,0.0,20.0,SCONJ,что,3
5954,det,15.0,весь,5,0.0,20.0,DET,все,4
5955,nsubj,15.0,это,7,0.0,20.0,NOUN,это,5
5956,advmod,15.0,чётко,7,0.0,20.0,ADV,четко,6
5957,advcl,15.0,понимать,1,0.0,20.0,VERB,понимают,7
5958,cc,15.0,и,7,0.0,20.0,CONJ,и,8
5959,advmod,15.0,даже,13,0.0,20.0,PART,даже,9
5960,case,15.0,при,13,0.0,20.0,ADP,при,10
5961,amod,15.0,самый,12,0.0,20.0,ADJ,самом,11
5962,amod,15.0,плохой,13,0.0,20.0,ADJ,плохом,12
5963,nmod,15.0,расклад,17,0.0,20.0,NOUN,раскладе,13
5964,case,15.0,на,15,0.0,20.0,ADP,на,14
5965,dobj,15.0,это,17,0.0,20.0,NOUN,это,15
5966,neg,15.0,не,17,0.0,20.0,PART,не,16
5967,conj,15.0,пойти,7,0.0,20.0,VERB,пойдут,17
5968,punct,15.0,",",17,0.0,20.0,PUNCT,",",18
5969,parataxis,15.0,заявить,1,0.0,20.0,VERB,заявил,19
5970,nsubj,15.0,он,19,0.0,20.0,PRON,он,20
5971,punct,15.0,.,1,0.0,20.0,PUNCT,.,21
5972,advmod,15.0,ещё,2,0.0,21.0,ADV,Еще,1
5973,nummod,15.0,один,4,0.0,21.0,ADJ,один,2
5974,amod,15.0,возможный,4,0.0,21.0,ADJ,возможный,3
5975,nsubj,15.0,вариант,13,0.0,21.0,NOUN,вариант,4
5976,punct,15.0,",",4,0.0,21.0,PUNCT,",",5
5977,case,15.0,на,7,0.0,21.0,ADP,на,6
5978,dobj,15.0,который,8,0.0,21.0,ADJ,который,7
5979,acl:relcl,15.0,мочь,4,0.0,21.0,VERB,может,8
5980,xcomp,15.0,пойти,8,0.0,21.0,VERB,пойти,9
5981,nsubj,15.0,государство,8,0.0,21.0,NOUN,государство,10
5982,punct,15.0,",",10,0.0,21.0,PUNCT,",",11
5983,cop,15.0,это,13,0.0,21.0,NOUN,это,12
5984,ROOT,15.0,заимствование,0,0.0,21.0,NOUN,заимствование,13
5985,nmod,15.0,капитал,13,0.0,21.0,NOUN,капитала,14
5986,punct,15.0,",",14,0.0,21.0,PUNCT,",",15
5987,cc,15.0,то,13,0.0,21.0,CONJ,то,16
5988,conj,15.0,есть,13,0.0,21.0,VERB,есть,17
5989,nsubj,15.0,одалживание,17,0.0,21.0,NOUN,одалживание,18
5990,nmod,15.0,деньга,18,0.0,21.0,NOUN,денег,19
5991,punct,15.0,.,13,0.0,21.0,PUNCT,.,20
5992,nmod,15.0,тем,3,0.0,22.0,NOUN,Тем,1
5993,neg,15.0,не,3,0.0,22.0,PART,не,2
5994,ROOT,15.0,менее,0,0.0,22.0,ADV,менее,3
5995,punct,15.0,",",3,0.0,22.0,PUNCT,",",4
5996,det,15.0,такой,6,0.0,22.0,DET,такой,5
5997,parataxis,15.0,шаг,3,0.0,22.0,NOUN,шаг,6
5998,cop,15.0,быть,3,0.0,22.0,AUX,был,7
5999,aux,15.0,бы,3,0.0,22.0,PART,бы,8
6000,advmod,15.0,крайне,10,0.0,22.0,ADV,крайне,9
6001,nmod,15.0,нежелательный,3,0.0,22.0,ADJ,нежелательным,10
6002,punct,15.0,",",10,0.0,22.0,PUNCT,",",11
6003,conj,15.0,сложный,10,0.0,22.0,ADJ,сложным,12
6004,cc,15.0,и,10,0.0,22.0,CONJ,и,13
6005,advmod,15.0,даже,15,0.0,22.0,PART,даже,14
6006,conj,15.0,опасный,10,0.0,22.0,ADJ,опасным,15
6007,punct,15.0,.,3,0.0,22.0,PUNCT,.,16
6008,dobj,15.0,вопервое,4,0.0,23.0,ADJ,Вопервых,1
6009,punct,15.0,",",1,0.0,23.0,PUNCT,",",2
6010,nsubj,15.0,платить,4,0.0,23.0,VERB,платить,3
6011,ROOT,15.0,прийтись,0,0.0,23.0,VERB,придется,4
6012,advmod,15.0,дорого,4,0.0,23.0,ADV,дорого,5
6013,punct,15.0,.,4,0.0,23.0,PUNCT,.,6
6014,ROOT,15.0,прийтись,0,0.0,24.0,VERB,Придется,1
6015,nsubj,15.0,одалживать,1,0.0,24.0,VERB,одалживать,2
6016,case,15.0,под,4,0.0,24.0,ADP,под,3
6017,nmod,15.0,9%,2,0.0,24.0,NUM,9%,4
6018,nmod,15.0,годовой,4,0.0,24.0,ADJ,годовых,5
6019,punct,15.0,",",5,0.0,24.0,PUNCT,",",6
6020,cc,15.0,как,2,0.0,24.0,SCONJ,как,7
6021,advmod,15.0,минимум,2,0.0,24.0,NOUN,минимум,8
6022,punct,15.0,",",8,0.0,24.0,PUNCT,",",9
6023,cc,15.0,а,1,0.0,24.0,CONJ,а,10
6024,case,15.0,на,12,0.0,24.0,ADP,на,11
6025,nmod,15.0,фон,20,0.0,24.0,NOUN,фоне,12
6026,amod,15.0,возможный,14,0.0,24.0,ADJ,возможного,13
6027,nmod,15.0,прекращение,12,0.0,24.0,NOUN,прекращения,14
6028,dobj,15.0,сотрудничество,14,0.0,24.0,NOUN,сотрудничества,15
6029,case,15.0,с,17,0.0,24.0,ADP,с,16
6030,dobj,15.0,мвф,15,0.0,24.0,NOUN,МВФ,17
6031,punct,15.0,",",17,0.0,24.0,PUNCT,",",18
6032,nsubj,15.0,заимствование,20,0.0,24.0,NOUN,заимствования,19
6033,conj,15.0,мочь,1,0.0,24.0,VERB,могут,20
6034,xcomp,15.0,оказаться,20,0.0,24.0,VERB,оказаться,21
6035,advmod,15.0,ещё,23,0.0,24.0,ADV,еще,22
6036,advmod,15.0,более,24,0.0,24.0,ADV,более,23
6037,amod,15.0,дорогой,21,0.0,24.0,ADJ,дорогими,24
6038,punct,15.0,",",24,0.0,24.0,PUNCT,",",25
6039,parataxis,15.0,подчеркнуть,1,0.0,24.0,VERB,подчеркнул,26
6040,nsubj,15.0,устенко,26,0.0,24.0,NOUN,Устенко,27
6041,punct,15.0,.,1,0.0,24.0,PUNCT,.,28
6042,advmod,15.0,наиболее,2,0.0,25.0,ADV,Наиболее,1
6043,amod,15.0,предпочтительный,3,0.0,25.0,ADJ,предпочтительным,2
6044,nmod,15.0,вариант,9,0.0,25.0,NOUN,вариантом,3
6045,case,15.0,в,5,0.0,25.0,ADP,в,4
6046,nmod,15.0,рамка,9,0.0,25.0,NOUN,рамках,5
6047,amod,15.0,политический,7,0.0,25.0,ADJ,политических,6
6048,nmod,15.0,ограничитель,5,0.0,25.0,NOUN,ограничителей,7
6049,nsubj,15.0,эксперт,9,0.0,25.0,NOUN,эксперт,8
6050,ROOT,15.0,назвать,0,0.0,25.0,VERB,назвал,9
6051,amod,15.0,структурный,11,0.0,25.0,ADJ,структурные,10
6052,dobj,15.0,реформа,9,0.0,25.0,NOUN,реформы,11
6053,advmod,15.0,внутри,13,0.0,25.0,ADV,внутри,12
6054,nmod,15.0,страна,11,0.0,25.0,NOUN,страны,13
6055,punct,15.0,.,9,0.0,25.0,PUNCT,.,14
6056,nsubj,15.0,это,2,0.0,26.0,NOUN,Это,1
6057,ROOT,15.0,позволить,0,0.0,26.0,VERB,позволило,2
6058,aux,15.0,бы,2,0.0,26.0,PART,бы,3
6059,neg,15.0,не,5,0.0,26.0,PART,не,4
6060,advmod,15.0,только,6,0.0,26.0,PART,только,5
6061,xcomp,15.0,вывести,2,0.0,26.0,VERB,вывести,6
6062,amod,15.0,недоставать,8,0.0,26.0,VERB,недостающие,7
6063,dobj,15.0,деньга,6,0.0,26.0,NOUN,деньги,8
6064,case,15.0,из,11,0.0,26.0,ADP,из,9
6065,amod,15.0,коррупционный,11,0.0,26.0,ADJ,коррупционных,10
6066,iobj,15.0,схема,6,0.0,26.0,NOUN,схем,11
6067,punct,15.0,",",11,0.0,26.0,PUNCT,",",12
6068,cc,15.0,но,6,0.0,26.0,CONJ,но,13
6069,advmod,15.0,также,16,0.0,26.0,ADV,также,14
6070,advmod,15.0,и,16,0.0,26.0,PART,и,15
6071,conj,15.0,снизить,6,0.0,26.0,VERB,снизить,16
6072,dobj,15.0,уровень,16,0.0,26.0,NOUN,уровень,17
6073,nmod,15.0,коррупция,17,0.0,26.0,NOUN,коррупции,18
6074,case,15.0,на,20,0.0,26.0,ADP,на,19
6075,nmod,15.0,четверть,18,0.0,26.0,NOUN,четверть,20
6076,punct,15.0,.,2,0.0,26.0,PUNCT,.,21
6077,advmod,15.0,как,3,0.0,27.0,ADV,Как,1
6078,advmod,15.0,минимум,3,0.0,27.0,NOUN,минимум,2
6079,nsubj,15.0,уменьшить,15,0.0,27.0,VERB,уменьшить,3
6080,dobj,15.0,уровень,3,0.0,27.0,NOUN,уровень,4
6081,nmod,15.0,коррупция,4,0.0,27.0,NOUN,коррупции,5
